"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0871  ","AUSTRALIA","  ",44.54,25.29,0,1.98,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0870  ","AUSTRALIA","  ",44.54,25.29,0,1.98,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0872  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0880  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0836  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0841  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0837  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0838  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0839  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0840  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0845  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0846  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0852  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0847  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0851  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0850  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0853  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0860  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0861  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0862  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0854  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0885  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IPEC","4 ","80465960","2017/03/08","3081  ","AUSTRALIA","0886  ","AUSTRALIA","  ",65.82,25.29,0,6.36,250," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
