"BALMAIN EAST","NSW","2041","SYD1 "
"BIRCHGROVE","NSW","2041","SYD1 "
"ENMORE","NSW","2042","SYD1 "
"MACDONALDTOWN","NSW","2042","SYD1 "
"NEWTOWN","NSW","2042","SYD1 "
"NEWTOWN SOUTH","NSW","2042","SYD1 "
"ERSKINEVILLE","NSW","2043","SYD1 "
"SHEAS CREEK","NSW","2044","SYD1 "
"ST PETERS","NSW","2044","SYD1 "
"SYDENHAM","NSW","2044","SYD1 "
"TEMPE","NSW","2044","SYD1 "
"DOBROYD POINT","NSW","2045","SYD1 "
"HABERFIELD","NSW","2045","SYD1 "
"ABBOTSFORD","NSW","2046","SYD1 "
"ABBOTSFORD POINT","NSW","2046","SYD1 "
"CANADA BAY","NSW","2046","SYD1 "
"CHISWICK","NSW","2046","SYD1 "
"FIVE DOCK","NSW","2046","SYD1 "
"RODD POINT","NSW","2046","SYD1 "
"RUSSELL LEA","NSW","2046","SYD1 "
"WAREEMBA","NSW","2046","SYD1 "
"BIRKENHEAD POINT","NSW","2047","SYD1 "
"DRUMMOYNE","NSW","2047","SYD1 "
"SCHNAPPER ISLAND","NSW","2047","SYD1 "
"STANMORE","NSW","2048","SYD1 "
"WESTGATE","NSW","2048","SYD1 "
"LEWISHAM","NSW","2049","SYD1 "
"PETERSHAM","NSW","2049","SYD1 "
"PETERSHAM NORTH","NSW","2049","SYD1 "
"CAMPERDOWN","NSW","2050","SYD1 "
"UNIVERSITY OF NSW","NSW","2052","SYD1 "
"UNSW SYDNEY","NSW","2052","SYD1 "
"BALLS HEAD","NSW","2060","SYD1 "
"BERRYS BAY","NSW","2060","SYD1 "
"BLUES POINT","NSW","2060","SYD1 "
"HMAS PLATYPUS","NSW","2060","SYD1 "
"HMAS WATERHEN","NSW","2060","SYD1 "
"LAVENDER BAY","NSW","2060","SYD1 "
"MCMAHONS POINT","NSW","2060","SYD1 "
"NORTH SYDNEY","NSW","2060","SYD1 "
"NORTH SYDNEY SHOPPINGWORLD","NSW","2060","SYD1 "
"WAVERTON","NSW","2060","SYD1 "
"KIRRIBILLI","NSW","2061","SYD1 "
"MILSONS POINT","NSW","2061","SYD1 "
"CAMMERAY","NSW","2062","SYD1 "
"NORTHBRIDGE","NSW","2063","SYD1 "
"SAILORS BAY","NSW","2063","SYD1 "
"ARTARMON","NSW","2064","SYD1 "
"CROWS NEST","NSW","2065","SYD1 "
"GORE BAY","NSW","2065","SYD1 "
"GORE HILL","NSW","2065","SYD1 "
"GREENWICH","NSW","2065","SYD1 "
"GREENWICH POINT","NSW","2065","SYD1 "
"NAREMBURN","NSW","2065","SYD1 "
"ROYAL NORTH SHORE HOSPITAL","NSW","2065","SYD1 "
"ST LEONARDS","NSW","2065","SYD1 "
"WOLLSTONECRAFT","NSW","2065","SYD1 "
"LANE COVE","NSW","2066","SYD1 "
"LANE COVE NORTH","NSW","2066","SYD1 "
"LANE COVE WEST","NSW","2066","SYD1 "
"LINLEY POINT","NSW","2066","SYD1 "
"LONGUEVILLE","NSW","2066","SYD1 "
"NORTHWOOD","NSW","2066","SYD1 "
"OSBORNE PARK","NSW","2066","SYD1 "
"RIVERVIEW","NSW","2066","SYD1 "
"CHATSWOOD","NSW","2067","SYD1 "
"CHATSWOOD WEST","NSW","2067","SYD1 "
"FULLERS BRIDGE","NSW","2067","SYD1 "
"CASTLECRAG","NSW","2068","SYD1 "
"MIDDLE COVE","NSW","2068","SYD1 "
"NORTH WILLOUGHBY","NSW","2068","SYD1 "
"WILLOUGHBY","NSW","2068","SYD1 "
"WILLOUGHBY EAST","NSW","2068","SYD1 "
"WILLOUGHBY NORTH","NSW","2068","SYD1 "
"CASTLE COVE","NSW","2069","SYD1 "
"ROSEVILLE","NSW","2069","SYD1 "
"ROSEVILLE CHASE","NSW","2069","SYD1 "
"BRADFIELD","NSW","2070","SYD1 "
"EAST LINDFIELD","NSW","2070","SYD1 "
"LINDFIELD","NSW","2070","SYD1 "
"LINDFIELD WEST","NSW","2070","SYD1 "
"BUNGAROO","NSW","2071","SYD1 "
"EAST KILLARA","NSW","2071","SYD1 "
"KILLARA","NSW","2071","SYD1 "
"GORDON","NSW","2072","SYD1 "
"WEST GORDON","NSW","2072","SYD1 "
"PYMBLE","NSW","2073","SYD1 "
"WEST PYMBLE","NSW","2073","SYD1 "
"BOBBIN HEAD","NSW","2074","SYD1 "
"NORTH TURRAMURRA","NSW","2074","SYD1 "
"SOUTH TURRAMURRA","NSW","2074","SYD1 "
"TURRAMURRA","NSW","2074","SYD1 "
"WARRAWEE","NSW","2074","SYD1 "
"BARRA BRUI","NSW","2075","SYD1 "
